bls_code,name_de,type,allergens,sighi,fodmap
# === KATEGORIE N: Getränke (alkoholfrei) ===
N019000,"Eistee mit Zitronen-/Pfirsichgeschmack, gesüßt",COMPOSED,,,
N110000,"Trinkwasser",RAW,[],0,[]
N410100,"Kaffee (Getränk)",RAW,[],1,[]
N420100,"Kaffee (Getränk) aus Instantpulver",RAW,[],1,[]
N420900,"Instantkaffeepulver",RAW,[],1,[]
N503900,"Cappuccino Instantpulver, gesüßt",COMPOSED,,,
N610100,"Grüntee (Getränk)",RAW,[],1,[]
N630000,"Schwarztee (Getränk)",RAW,[],2,[]
P122000,"Malzgetränk, alkoholfrei",RAW,[],0,[]
# === KATEGORIE P: Bier ===
P150000,"Weizenbier kristallklar",RAW,[GLUTEN],2,[FRUCTAN]
P151100,"Hefeweizen/Weizenbier, naturtrüb",RAW,[GLUTEN],2,[FRUCTAN]
P162000,"Export hell",RAW,[GLUTEN],2,[]
P163000,"Pilsner Bier",RAW,[GLUTEN],2,[]
P167000,"Schwarzbier",RAW,[GLUTEN],2,[]
# === KATEGORIE P: Wein & Sekt ===
P210000,"Weißwein trocken",RAW,[SULFITE],2,[]
P220000,"Weißwein halbtrocken",RAW,[SULFITE],2,[]
P253000,"Rotwein halbtrocken",RAW,[SULFITE],3,[]
P2A3000,"Rotwein trocken",RAW,[SULFITE],3,[]
P2A6000,"Qualitätsschaumwein, Sekt, trocken",RAW,[SULFITE],3,[]
P2B1100,"Rosewein lieblich",RAW,[SULFITE],2,[]
# === KATEGORIE Q: Öle & Fette ===
Q140000,"Haselnussöl",RAW,[NUT],0,[]
Q190000,"Mandelöl",RAW,[NUT],0,[]
Q250000,"Kürbiskernöl",RAW,[],0,[]
Q611000,"Butter mild gesäuert",RAW,[LACTOSE],0,[]
Q730000,"Fischleberöl/Lebertran",RAW,[FISH],0,[]
Q890000,"Rinderfett/Rindertalg",RAW,[],0,[]
Q901000,"Tahin (Sesammus)",RAW,[SESAME],1,[]
# === KATEGORIE R: Würzmittel, Zusatzstoffe, Hilfsmittel ===
R111000,"Speisesalz/Siedesalz/Tafelsalz",RAW,[],0,[]
R118000,"Nitritpökelsalz",RAW,[],0,[]
R118100,"Nitritpökelsalz jodiert",RAW,[],0,[]
R123100,"Apfelessig",RAW,[],1,[]
R132000,"Senf mittelscharf",RAW,[MUSTARD],2,[]
R141100,"Tomatenketchup",COMPOSED,,,
R143000,"Sojasauce/Sojasoße",RAW,[SOY],3,[GOS]
R148600,"Feinkostsauce/Grillsauce, Mayonnaise-Basis",COMPOSED,,,
R172000,"Glutamat/Mononatriumglutamat/Natriumglutamat",RAW,[],2,[]
R231000,"Basilikum getrocknet",RAW,[],0,[]
R258100,"Pfeffer schwarz, getrocknet",RAW,[],0,[]
R411000,"Kutterhilfsmittel (E 450)",RAW,[],0,[]
R421100,"Backpulver",COMPOSED,,,
R421200,"Hirschhornsalz (Ammoniumhydrogencarbonat, E 503)",RAW,[],0,[]
R421300,"Pottasche (99 % Kaliumcarbonat, E 501)",RAW,[],0,[]
R434000,"Sahnestandmittel",COMPOSED,,,
R458000,"Backhefe getrocknet (Trockenbackhefe)",RAW,[],1,[]
R459000,"Backhefe frisch (Frischbackhefe)",RAW,[],1,[]
R466000,"Apfelpektin getrocknet",RAW,[],0,[]
R468000,"Gelatine/Speisegelatine",RAW,[],0,[]
R551000,"Milchsäure 80 % (E 270)",RAW,[],0,[]
R552000,"Citronensäure/Zitronensäure (E 330)",RAW,[],0,[]
R553000,"Ascorbinsäure (E 300)",RAW,[],0,[]
R554000,"Essigsäure 60 % (E 260)",RAW,[],0,[]
R811000,"Fleisch Bouillon/Brühe/Suppe (Brühwürfel, Pulver)",COMPOSED,,,
R821000,"Gemüse Bouillon/Brühe/Suppe (Brühwürfel, Pulver)",COMPOSED,,,
R822000,"Hühner Bouillon/Brühe/Suppe (Brühwürfel, Pulver)",COMPOSED,,,
# === KATEGORIE S: Zucker, Süßwaren, Eis ===
S111000,"Zucker weiß (Raffinadezucker/Weißzucker)",RAW,[],0,[]
S112000,"Zucker braun (Kandisfarin/Rohzucker)",RAW,[],0,[]
S115100,"Traubenzucker (Dextrose/Glukose)",RAW,[],0,[]
S116000,"Milchzucker (Laktose)",RAW,[LACTOSE],0,[LACTOSE]
S117000,"Malzzucker (Maltose)",RAW,[GLUTEN],0,[]
S118000,"Fruchtzucker (Fruktose)",RAW,[],0,[FRUCTOSE]
S145000,"Nuss-Nougat-Creme",COMPOSED,,,
S151000,"Glukosesirup maltosehaltig",RAW,[],0,[]
S162000,"Sorbit Pulver (E 420)",RAW,[],0,[SORBIT]
S163000,"Xylit Pulver (E 967)",RAW,[],0,[]
S164000,"Mannit Pulver (E 421)",RAW,[],0,[MANNIT]
S170000,"Tafelsüße Tabletten (Süßstoffe: Cyclamat, Saccharin)",COMPOSED,,,
S171000,"Tafelsüße Flüssigsüße (Süßstoffe: Cyclamat, Saccharin)",COMPOSED,,,
S242000,"Schokoladeneis",COMPOSED,,,
S242300,"Walnusseis",COMPOSED,,,
S410000,"Lakritze",COMPOSED,,,
S581100,"Milchschokoladen-Riegel gefüllt mit Karamell, gerösteten Erdnüssen und Candycreme",COMPOSED,,,
S582200,"Schokoladen-Schaumkuss",COMPOSED,,,
S582500,"Milchschokoladen-Riegel gefüllt mit Candycreme/mit Candycreme und Karamell",COMPOSED,,,
S582600,"Vollmilchschokoladen-Riegel gefüllt mit Milchcreme",COMPOSED,,,
S711000,"Kakaopulver schwach entölt",RAW,[],2,[]
# === KATEGORIE T: Fisch (roh) ===
T041100,"Aal roh",RAW,[FISH],0,[]
T045100,"Dorschleber roh",RAW,[FISH],0,[]
T061100,"Hornfisch/Hornhecht, roh",RAW,[FISH],0,[]
T093100,"Kabeljaurogen roh",RAW,[FISH],0,[]
T107100,"Makrele roh",RAW,[FISH],0,[]
T204100,"Dorsch/Kabeljau, roh",RAW,[FISH],0,[]
T207100,"Köhler/Seelachs, roh",RAW,[FISH],0,[]
T410100,"Lachs roh",RAW,[FISH],0,[]
T410600,"Lachs geräuchert (Räucherlachs)",RAW,[FISH],3,[]
T422600,"Forelle geräuchert",RAW,[FISH],3,[]
T811100,"Matjesfilet (Heringsfilet) nordische Art",RAW,[FISH],3,[]
T822900,"Heringsfilet in Tomatencreme/Tomatensauce, Konserve",COMPOSED,,,
T890100,"Surimi (Krebsfleischimitat aus Fischmuskeleiweiß geformt)",COMPOSED,,,
T900262,"Tintenfischringe paniert, tiefgefroren, gebacken (Ofen)",COMPOSED,,,
# === KATEGORIE U: Schwein, Rind, Schaf (roh) ===
U020100,"Schwein Hackfleisch, roh",RAW,[],0,[]
U209100,"Rind Blut, roh",RAW,[],0,[]
U281100,"Rind Keule, roh",RAW,[],0,[]
U507100,"Schwein Fettbacke, ohne Schwartenzug (S VI) roh",RAW,[],1,[]
U508100,"Schwein Maske, ohne Mager- und Fettbacke (S XII) roh",RAW,[],1,[]
U605900,"Schwein Wamme, mittelfett, ohne Schwartenzug (S X) roh",RAW,[],1,[]
U608300,"Schwein Schwarte, gekocht",RAW,[],1,[]
U609100,"Schwein Blut, roh",RAW,[],1,[]
U611100,"Schwein Filet/Lende, roh",RAW,[],1,[]
U622100,"Schwein Kotelett (Rücken/cranial) roh",RAW,[],1,[]
U624100,"Schwein Kotelett (Rücken/caudal) roh",RAW,[],1,[]
U642100,"Schwein Bauch (wie gewachsen) roh",RAW,[],1,[]
U651100,"Schwein Brustspitze, roh",RAW,[],1,[]
U664100,"Schwein Dicker Bug (mit Fett und Schwarte) roh",RAW,[],0,[]
U665100,"Schwein Dünner Bug (ohne Fett und Schwarte) roh",RAW,[],0,[]
U666100,"Schwein Restbug (Teile) roh",RAW,[],0,[]
U672100,"Schwein Vordereisbein/Vorderhaxe, roh",RAW,[],0,[]
U681700,"Schwein Rohschinken, mager, Rohpökelware, geräuchert",RAW,[],3,[]
U682700,"Schwein Rohschinken, mit Fettrand, Rohpökelware, geräuchert",RAW,[],3,[]
U684100,"Schwein Nuss, roh",RAW,[],0,[]
U685100,"Schwein Hüfte/Schinkenspeck, roh",RAW,[],0,[]
U686100,"Schwein Unterschale (mit Rolle) roh",RAW,[],0,[]
U687000,"Schwein Oberschale (ohne Deckel) roh",RAW,[],0,[]
U693100,"Schwein Hintereisbein/Hinterhaxe, roh",RAW,[],0,[]
U821100,"Schaf Rücken, roh",RAW,[],0,[]
U831100,"Schaf Hals/Kamm/Nacken, roh",RAW,[],0,[]
U985200,"Rindfleischbrühe Konserve",COMPOSED,,,
# === KATEGORIE V: Geflügel, Innereien (roh) ===
V414100,"Hähnchen ganz, entbeint, mit Haut, roh",RAW,[],0,[]
V513100,"Schwein Herz, roh",RAW,[],2,[]
V522100,"Kalb Hirn, roh",RAW,[],0,[]
V531100,"Rind Leber, roh",RAW,[],2,[]
V532100,"Kalb Leber, roh",RAW,[],2,[]
V533100,"Schwein Leber, roh",RAW,[],2,[]
V541100,"Rind Lunge, roh",RAW,[],2,[]
V544100,"Schaf Lunge, roh",RAW,[],2,[]
V564100,"Schaf Milz, roh",RAW,[],2,[]
V565100,"Lamm Milz, roh",RAW,[],2,[]
V575100,"Lamm Niere, roh",RAW,[],2,[]
V584100,"Schaf Bries, roh",RAW,[],2,[]
V593100,"Schwein Zunge, roh",RAW,[],2,[]
V614100,"Hähnchen Herz, roh",RAW,[],2,[]
V634100,"Hähnchen Leber, roh",RAW,[],2,[]
# === KATEGORIE W: Wurstwaren ===
W231100,"Lyoner/Lyoner Wurst",RAW,[],3,[]
W233000,"Fleischkäse einfach, fein/Original Bayerischer Leberkäse fein",RAW,[],3,[]
W255400,"Bierwurst/Blasenwurst",RAW,[],3,[]
W310000,"Delikatess Leberwurst/Feine Leberwurst/Gutsleberwurst",RAW,[],3,[]
W331000,"Mettwurst gekocht",RAW,[],3,[]
W443000,"Lachsschinken, Rohpökelware, geräuchert",RAW,[],3,[]
# === KATEGORIE D: Dauerbackwaren ===
D650600,"Lebkuchen schokoliert",COMPOSED,,,
# === KATEGORIE X/Y: Brühen (flüssig) ===
X411243,"Hühnerbrühe",COMPOSED,,,
X416243,"Gemüsebrühe",COMPOSED,,,
X4A1000,"Fischbrühe",COMPOSED,,,
Y183013,"Fleischbrühe (Rind)",COMPOSED,,,
# === KATEGORIE H: Nüsse, Samen, Hülsenfrüchte (Fortsetzung) ===
H120100,"Walnuss",RAW,[NUT],3,[GOS]
H410100,"Leinsamen",RAW,[],0,[]
H420100,"Sesam",RAW,[SESAME],1,[]
H430100,"Sonnenblumenkern",RAW,[],2,[]
H450100,"Mohn",RAW,[],1,[]
H510802,"Oliven grün, gesäuert, abgetropft",RAW,[],2,[]
H610100,"Bambussprossen roh",RAW,[],0,[]
H910500,"Vegetarische Wiener Würstchen",COMPOSED,,,
# === KATEGORIE S: Eis (Fortsetzung) ===
S241000,"Vanilleeis",COMPOSED,,,
# === KATEGORIE M: Milch (Fortsetzung) ===
M150000,"Buttermilch",RAW,[LACTOSE],1,[LACTOSE]
# === KATEGORIE G: Gemüse (Fortsetzung) ===
G250100,"Petersilienblatt roh",RAW,[],0,[]
G332100,"Rosenkohl roh",RAW,[],1,[FRUCTAN]
G480100,"Speisezwiebel roh",RAW,[],1,[FRUCTAN]
G510100,"Aubergine roh",RAW,[],2,[]
G520100,"Gurke roh",RAW,[],0,[]
G640100,"Pastinake roh",RAW,[],0,[]
G710100,"Bohne grün, roh",RAW,[],1,[GOS]
G730100,"Dicke Bohne unreif, roh",RAW,[],2,[GOS]
G760100,"Erbse grün, roh",RAW,[],1,[GOS]
G761100,"Zuckererbse roh",RAW,[],1,[]
# === KATEGORIE U: Schwein (Fortsetzung) ===
U632100,"Schwein Kamm, roh",RAW,[],1,[]
# === KATEGORIE B: Brot & Backwaren (Fortsetzung) ===
B122000,"Roggenvollkornschrotbrot",COMPOSED,,,
B783012,"Weizentortilla",COMPOSED,,,
B314000,"Weizentoastbrot/Buttertoastbrot",COMPOSED,,,
# === KATEGORIE C: Getreide & Mehle (Fortsetzung) ===
C530100,"Amaranth gepufft, ungesüßt",RAW,[],0,[]
C335000,"Amaranth roh",RAW,[],0,[]
C118100,"Quinoa tricolore, roh",RAW,[],0,[]
C530200,"Quinoa gepufft, ungesüßt",RAW,[],0,[]
C219000,"Hartweizen Vollkornmehl",RAW,[GLUTEN],1,[FRUCTAN]
C241000,"Einkorn Vollkornmehl",RAW,[GLUTEN],0,[FRUCTAN]
C531000,"Weizen gepufft, ungesüßt",RAW,[GLUTEN],1,[]
C240000,"Emmer Vollkornmehl",RAW,[GLUTEN],0,[FRUCTAN]
C111000,"Weizen ganzes Korn, roh",RAW,[GLUTEN],1,[FRUCTAN]
C219300,"Hartweizen Grieß",RAW,[GLUTEN],1,[]
C215000,"Weizen Dunst",RAW,[GLUTEN],1,[]
C218000,"Weichweizen Grieß",RAW,[GLUTEN],1,[]
C223200,"Roggen Mehl, Type 997",RAW,[GLUTEN],1,[FRUCTAN]
C126000,"Roggen Grieß",RAW,[GLUTEN],1,[FRUCTAN]
C221000,"Roggen Vollkornmehl",RAW,[GLUTEN],1,[FRUCTAN]
C223300,"Roggen Mehl, Type 1150",RAW,[GLUTEN],1,[FRUCTAN]
C223600,"Roggen Mehl, Type 1740",RAW,[GLUTEN],1,[FRUCTAN]
C223400,"Roggen Mehl, Type 1370",RAW,[GLUTEN],1,[FRUCTAN]
C222000,"Roggen Backschrot, Type 1800",RAW,[GLUTEN],1,[FRUCTAN]
C238000,"Dinkel Grieß",RAW,[GLUTEN],0,[]
C234100,"Dinkel Mehl, Type 812",RAW,[GLUTEN],0,[FRUCTAN]
C237000,"Dinkel Kleie",RAW,[GLUTEN],0,[FRUCTAN]
C421000,"Buchweizen Vollkornmehl",RAW,[],2,[]
C424000,"Buchweizen Mehl",RAW,[],2,[]
C422000,"Buchweizen Schrot",RAW,[],2,[]
C327000,"Buchweizen Grütze",RAW,[],2,[]
C432000,"Hirse Schrot",RAW,[],0,[]
C333100,"Hirse Flocken",RAW,[],0,[]
C433000,"Hirse Mehl",RAW,[],0,[]
C515100,"Cornflakes gesüßt, angereichert mit Vitaminen",COMPOSED,,,
C532000,"Reis gepufft, ungesüßt",RAW,[],0,[]
C533000,"Popcorn ungesüßt",RAW,[],0,[]
C546000,"Tortillachips (Nachos)",COMPOSED,,,
C534100,"Cerealien extrudiert, gesüßt, ungefüllt, mit Zimtgeschmack",COMPOSED,,,
C534400,"Cerealien extrudiert, gesüßt, ungefüllt, Frucht/Honig/Karamell/Schoko",COMPOSED,,,
C534600,"Cerealien extrudiert, gesüßt, divers gefüllt",COMPOSED,,,
C539200,"Cerealien Vollkornweizenschrot, gesüßt, ungefüllt",COMPOSED,,,
C650200,"Reisdrink ungesüßt, angereichert mit Vitaminen und Calcium",RAW,[],1,[]
C660200,"Haferdrink ungesüßt, angereichert mit Vitaminen, Calcium und Jod",RAW,[GLUTEN],1,[]
# === KATEGORIE D: Dauerbackwaren (Fortsetzung) ===
D630600,"Doppelkekse mit Kakaocremefüllung",COMPOSED,,,
# === KATEGORIE E: Eier ===
E141100,"Gänseei roh",RAW,[EGG],2,[]
E106100,"Wachtelei roh",RAW,[EGG],2,[]
E151100,"Putenei roh",RAW,[EGG],2,[]
E112500,"Hühnerei Eigelb, Pulver",RAW,[EGG],0,[]
E113500,"Hühnerei Eiklar, Pulver",RAW,[EGG],2,[]
# === KATEGORIE F: Obst (Fortsetzung) ===
F140100,"Quitte roh",RAW,[],0,[SORBIT]
F130100,"Birne roh",RAW,[],1,[FRUCTOSE,SORBIT]
F923900,"Apfelkompott/Apfelmark, ungesüßt, Konserve",RAW,[],0,[FRUCTOSE,SORBIT]
F120100,"Apfel geschält, roh",RAW,[],0,[FRUCTOSE,SORBIT]
F404100,"Eberesche süß, roh",RAW,[],0,[]
F529100,"Japanische Wollmispel/Loquat, roh",RAW,[],0,[]
F150100,"Mispel roh",RAW,[],0,[]
F120400,"Apfel geschält, getrocknet",RAW,[],0,[FRUCTOSE,SORBIT]
F220100,"Pflaume roh",RAW,[],0,[SORBIT]
F202100,"Nektarine roh",RAW,[],0,[SORBIT]
F203100,"Pfirsich roh",RAW,[],0,[SORBIT]
F203400,"Pfirsich getrocknet",RAW,[SULFITE],0,[SORBIT]
F545100,"Kochbanane roh",RAW,[],0,[]
F524100,"Cherimoya roh",RAW,[],0,[]
F840100,"Rosine/Sultanine (Weinbeere getrocknet)",RAW,[SULFITE],0,[]
F572100,"Tamarillo roh",RAW,[],0,[]
F552100,"Kapstachelbeere/Physalis, roh",RAW,[],0,[]
F564100,"Mangostane roh",RAW,[],0,[]
F559100,"Rambutan roh",RAW,[],0,[]
F533100,"Honigmelone roh",RAW,[],0,[FRUCTOSE]
F535100,"Wassermelone roh",RAW,[],0,[FRUCTOSE]
F513100,"Guave roh",RAW,[],2,[]
F508600,"Maracujasaft/Passionsfruchtsaft",RAW,[],0,[]
F603100,"Orange roh",RAW,[],3,[]
F604600,"Grapefruitsaft",RAW,[],2,[]
F606600,"Mandarinensaft",RAW,[],2,[]
F110600,"Apfelsaft",RAW,[],0,[FRUCTOSE,SORBIT]
# === KATEGORIE G: Gemüse (Fortsetzung) ===
G102100,"Endivie/Escariol, roh",RAW,[],0,[]
G101100,"Chicoree roh",RAW,[],0,[]
G108100,"Schnittsalat/Pflücksalat, roh",RAW,[],0,[]
G213100,"Neuseeländer Spinat roh",RAW,[],2,[]
G410100,"Artischocke roh",RAW,[],0,[]
G350100,"Romanesco roh",RAW,[],0,[]
G322100,"Grünkohl roh",RAW,[],0,[]
G343100,"Wirsing roh",RAW,[],1,[FRUCTAN]
G344100,"Spitzkohl roh",RAW,[],0,[FRUCTAN]
G321100,"Chinakohl roh",RAW,[],0,[FRUCTAN]
G331100,"Kohlrabi roh",RAW,[],1,[]
G345100,"Sauerkraut abgetropft, roh",RAW,[],3,[FRUCTAN]
G440100,"Palmenherz roh",RAW,[],0,[]
G482100,"Frühlingszwiebel/Lauchzwiebel, roh",RAW,[],1,[FRUCTAN]
G490100,"Knoblauch roh",RAW,[],1,[FRUCTAN]
G488100,"Silberzwiebel roh",RAW,[],1,[FRUCTAN]
G486100,"Frühlingszwiebel/Lauchzwiebel (ohne Laub) roh",RAW,[],1,[FRUCTAN]
G484100,"Perlzwiebel roh",RAW,[],1,[FRUCTAN]
G485100,"Schalotte roh",RAW,[],1,[FRUCTAN]
G568900,"Tomate geschält, Konserve",RAW,[],2,[]
G581000,"Kürbis Hokkaido (C. maxima) roh",RAW,[],0,[]
G583100,"Chayote roh",RAW,[],0,[]
G650100,"Schwarzwurzel roh",RAW,[],0,[]
G670100,"Wurzelpetersilie roh",RAW,[],0,[]
G630100,"Meerrettich roh",RAW,[],1,[]
G720100,"Wachsbohne roh",RAW,[],1,[GOS]
G750100,"Sojabohne unreif (Edamame) roh",RAW,[SOY],2,[GOS]
G760200,"Erbse grün, tiefgefroren",RAW,[],1,[GOS]
G520802,"Gurke gesäuert (Gewürzgurke) abgetropft",RAW,[],2,[]
# === KATEGORIE H: Nüsse, Samen, Hülsenfrüchte (Fortsetzung) ===
H110800,"Erdnussmus",RAW,[PEANUT],2,[GOS]
H160100,"Pekannuss",RAW,[NUT],1,[GOS]
F960800,"Cashewnussmus",RAW,[NUT],2,[GOS]
H320100,"Pinienkern",RAW,[NUT],1,[]
H210100,"Mandel süß",RAW,[NUT],1,[GOS]
H190600,"Macadamianuss geröstet ohne Fett",RAW,[NUT],0,[]
H250100,"Pistazie",RAW,[NUT],0,[GOS]
H250700,"Pistazie geröstet ohne Fett, gesalzen",RAW,[NUT],0,[GOS]
H480100,"Chia-Samen",RAW,[],0,[]
H520800,"Oliven geschwärzt, in Salzlake, abgetropft",RAW,[],2,[]
H702100,"Augenbohne reif",RAW,[],0,[GOS]
H750100,"Dicke Bohne reif",RAW,[],0,[GOS]
H742100,"Kidneybohne reif",RAW,[],0,[GOS]
H725100,"Linse reif",RAW,[],2,[GOS]
# === KATEGORIE C/G: Sonstige Getreide/Leguminosen ===
C551000,"Weizenkleber/Weizengluten",RAW,[GLUTEN],0,[]
H764400,"Sojamehl vollfett",RAW,[SOY],2,[GOS]
K762400,"Hefe Flocken/Nährhefe",RAW,[],1,[]
G760400,"Erbse reif",RAW,[],1,[GOS]
G750400,"Sojabohne reif",RAW,[SOY],2,[GOS]
G770400,"Kichererbse reif",RAW,[],2,[GOS]
G780400,"Limabohne (Butterbohne Mondbohne) reif",RAW,[],0,[GOS]
# === KATEGORIE H: Pflanzendrinks (Fortsetzung) ===
H800100,"Mandeldrink ungesüßt, angereichert mit Vitaminen und Calcium",RAW,[NUT],1,[]
H841100,"Sojadrink ungesüßt",RAW,[SOY],2,[GOS]
H843300,"Dessert/Puddingalternative, pflanzlich, angereichert mit Vitaminen und Calcium",COMPOSED,,,
H844100,"Soja-Joghurtalternative ungesüßt, angereichert mit Vitaminen und Calcium",RAW,[SOY],2,[GOS]
# === KATEGORIE K: Kartoffeln (Fortsetzung) ===
K130492,"Pommes frites tiefgefroren, frittiert",COMPOSED,,,
K120100,"Kartoffel ungeschält, roh",RAW,[],0,[]
K130262,"Pommes frites tiefgefroren, gebacken",COMPOSED,,,
K130200,"Pommes frites tiefgefroren",RAW,[],0,[]
K290100,"Kartoffelchips energiereduziert",COMPOSED,,,
K280200,"Kartoffelsticks",COMPOSED,,,
K707100,"Edel-Reizker roh",RAW,[],0,[MANNIT]
K718100,"Steinpilz roh",RAW,[],2,[MANNIT]
K709100,"Hallimasch roh",RAW,[],0,[MANNIT]
K702100,"Trüffel roh",RAW,[],0,[MANNIT]
# === KATEGORIE M: Milch & Milchprodukte (Fortsetzung) ===
M111100,"Milch entrahmt, frisch, höchstens 0,1 % Fett, pasteurisiert",RAW,[LACTOSE],0,[LACTOSE]
M114200,"Milch fettarm, 1,5 % Fett, laktosefrei, pasteurisiert",RAW,[],0,[]
M117700,"Sahneersatz (Mischung aus pflanzlichen Fetten und Milch)",COMPOSED,,,
M114300,"Vollmilch 3,5 % Fett, laktosefrei, pasteurisiert",RAW,[],0,[]
M021000,"Ziegenmilch mind. 3 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M011000,"Schafmilch mind. 4,5 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M141200,"Joghurt fettarm, mind. 1,5 % bis max. 1,8 % Fett",RAW,[LACTOSE],1,[LACTOSE]
M1A5200,"H-Milch fettarm, 1,5 % Fett, laktosefrei, ultrahocherhitzt",RAW,[],0,[]
M182100,"Kondensmagermilch max. 1 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M1A7300,"H-Vollmilch 3,5 % Fett, laktosefrei, ultrahocherhitzt",RAW,[],0,[]
M182300,"Kondensmilch teilentrahmt, mind. 1 % bis < 7,5 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M148300,"Joghurt mind. 3,5 % Fett, mit Magermilchpulverzusatz",RAW,[LACTOSE],1,[LACTOSE]
M1E3300,"Joghurt mind. 3,5 % Fett, laktosefrei",RAW,[],1,[]
M121300,"Dickmilch/Sauermilch, mind. 3,5 % Fett",RAW,[LACTOSE],1,[LACTOSE]
M141500,"Sahnejoghurt mind. 10 % Fett",RAW,[LACTOSE],1,[LACTOSE]
M130300,"Kefir mind. 3,5 % Fett",RAW,[LACTOSE],1,[LACTOSE]
M149500,"Schafjoghurt",RAW,[LACTOSE],1,[LACTOSE]
M161000,"Süßmolke",RAW,[LACTOSE],0,[LACTOSE]
M173800,"Schlagsahne mind. 30 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M171500,"Kaffeesahne mind. 10 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M182400,"Kondensmilch mind. 7,5 % Fett",RAW,[LACTOSE],0,[LACTOSE]
M2J7100,"Trinkjoghurt aus entrahmter Milch, max. 0,5 % Fett, mit Fruchtzubereitung, gesüßt",COMPOSED,,,
M2A3300,"Joghurt mild, max. 3,8 % Fett, mit Fruchtzubereitung, gesüßt, laktosefrei",COMPOSED,,,
M2L2300,"Trinkjoghurt mind. 3,5 % Fett, mit Fruchtzubereitung, gesüßt",COMPOSED,,,
# === KATEGORIE M: Käse (Hart-/Schnittkäse) ===
M303700,"Chester (Cheddar) mind. 50 % Fett i. Tr.",RAW,[LACTOSE],3,[]
M302600,"Bergkäse mind. 45 % Fett i. Tr.",RAW,[LACTOSE],3,[]
M302700,"Bergkäse mind. 50 % Fett i. Tr.",RAW,[LACTOSE],3,[]
M303600,"Chester (Cheddar) mind. 45 % Fett i. Tr.",RAW,[LACTOSE],3,[]
M313600,"Provolone mind. 45 % Fett i. Tr.",RAW,[LACTOSE],3,[]
M300600,"Hartkäse mind. 45 % Fett i. Tr.",RAW,[LACTOSE],3,[]
M309600,"Jarlsberg mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M403800,"Tilsiter mind. 60 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M404600,"Wilstermarschkäse mind. 45 % Fett i. Tr.",RAW,[LACTOSE],3,[]
M406700,"Fontina mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M307700,"Raclettekäse mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M401700,"Edamer mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M401600,"Edamer mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M403700,"Tilsiter mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M403600,"Tilsiter mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M401400,"Edamer mind. 30 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M401500,"Edamer mind. 40 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M506600,"Danbo mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M524500,"Halloumi Grillkäse",RAW,[LACTOSE],1,[]
M501700,"Butterkäse mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M501600,"Butterkäse mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M507600,"Esrom mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M503700,"Steinbuscher mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M504500,"Weißlacker mind. 40 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M503600,"Steinbuscher mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M504700,"Weißlacker mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M505700,"Trappistenkäse mind. 50 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M501800,"Butterkäse mind. 60 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M503400,"Steinbuscher mind. 30 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M505600,"Trappistenkäse mind. 45 % Fett i. Tr.",RAW,[LACTOSE],2,[]
M602800,"Camembert mind. 60 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M609800,"Weinkäse, Weichkäse, mind. 60 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M600900,"Weichkäse mind. 70 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M600800,"Weichkäse mind. 60 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M601700,"Brie mind. 50 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M602700,"Camembert mind. 50 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M602400,"Camembert mind. 30 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M601600,"Brie mind. 45 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M600700,"Weichkäse mind. 50 % Fett i. Tr.",RAW,[LACTOSE],1,[]
M600600,"Weichkäse mind. 45 % Fett i. Tr.",RAW,[LACTOSE],1,[]
